ORDER_ID,CREATION_DATE,ORDER_TYPE,SHOP_SKU,OFFER_NAME,BILLING_PRICE,TRANSFERRED_FOR_DELIVERY,DELIVERED_OR_RETURNED,DELIVERY_DATE,OFFER_STATUS,STATUS_CHANGED,SHIPMENT_WAREHOUSE,DELIVERY_REGION,BUYER_PAYMENT_AMOUNT,REFUND_BUYER_PAYMENT_AMOUNT,_LOADED_AT,_SOURCE_FILE
ORD-100040,11.01.2025,Sale to individual,T-S-007,T-Shirt #7,2890.0,1,1,14.01.2025,Delivered to buyer,2025-01-14 11:29:00,Яндекс.Маркет (Софьино),Екатеринбург,2890.0,,2026-01-05T10:00:00+00:00,demo
ORD-100041,11.01.2025,Sale to individual,HOO-008,Hoodie #8,5940.0,1,1,14.01.2025,Delivered to buyer,2025-01-16 17:01:00,Яндекс.Маркет (Софьино),Новосибирск,5940.0,,2026-01-05T10:00:00+00:00,demo
ORD-100041,11.01.2025,Sale to individual,ACC-004,Accessorie #4,1120.0,1,1,14.01.2025,Delivered to buyer,2025-01-14 17:01:00,Яндекс.Маркет (Софьино),Новосибирск,1120.0,,2026-01-05T10:00:00+00:00,demo
ORD-100042,11.01.2025,Sale to individual,CAP-004,Cap #4,1680.0,1,0,,Cancelled,2025-01-16 17:51:00,Яндекс.Маркет (Софьино),Новосибирск,,,2026-01-05T10:00:00+00:00,demo
ORD-100042,11.01.2025,Sale to individual,T-S-010,T-Shirt #10,2800.0,1,0,,Cancelled,2025-01-15 17:51:00,Яндекс.Маркет (Софьино),Новосибирск,,,2026-01-05T10:00:00+00:00,demo
ORD-100043,12.01.2025,Sale to individual,ACC-002,Accessorie #2,1440.0,1,1,15.01.2025,Delivered to buyer,2025-01-17 09:27:00,Яндекс.Маркет (Софьино),Санкт-Петербург,1224.0,,2026-01-05T10:00:00+00:00,demo
ORD-100043,12.01.2025,Sale to individual,T-S-012,T-Shirt #12,2660.0,2,2,15.01.2025,Delivered to buyer,2025-01-16 09:27:00,Яндекс.Маркет (Софьино),Санкт-Петербург,4788.0,,2026-01-05T10:00:00+00:00,demo
ORD-100043,12.01.2025,Sale to individual,T-S-007,T-Shirt #7,2890.0,1,1,15.01.2025,Delivered to buyer,2025-01-14 09:27:00,Яндекс.Маркет (Софьино),Санкт-Петербург,2745.5,,2026-01-05T10:00:00+00:00,demo
ORD-100044,13.01.2025,Sale to individual,HOO-006,Hoodie #6,6060.0,2,2,17.01.2025,Delivered to buyer,2025-01-15 11:48:00,Яндекс.Маркет (Софьино),Москва,11514.0,,2026-01-05T10:00:00+00:00,demo
ORD-100044,13.01.2025,Sale to individual,T-S-010,T-Shirt #10,2800.0,2,2,17.01.2025,Delivered to buyer,2025-01-16 11:48:00,Яндекс.Маркет (Софьино),Москва,5600.0,,2026-01-05T10:00:00+00:00,demo
ORD-100045,13.01.2025,Sale to individual,T-S-001,T-Shirt #1,2690.0,1,1,16.01.2025,Delivered to buyer,2025-01-17 13:17:00,Яндекс.Маркет (Софьино),Москва,2421.0,,2026-01-05T10:00:00+00:00,demo
ORD-100045,13.01.2025,Sale to individual,ACC-003,Accessorie #3,1190.0,1,1,16.01.2025,Delivered to buyer,2025-01-17 13:17:00,Яндекс.Маркет (Софьино),Москва,1071.0,,2026-01-05T10:00:00+00:00,demo
ORD-100046,13.01.2025,Sale to individual,T-S-008,T-Shirt #8,2110.0,1,1,14.01.2025,Delivered to buyer,2025-01-16 20:01:00,Яндекс.Маркет (Софьино),Санкт-Петербург,1793.5,,2026-01-05T10:00:00+00:00,demo
ORD-100047,13.01.2025,Sale to individual,ACC-005,Accessorie #5,1220.0,2,2,16.01.2025,Delivered to buyer,2025-01-16 16:33:00,Яндекс.Маркет (Софьино),Казань,2318.0,,2026-01-05T10:00:00+00:00,demo
ORD-100047,13.01.2025,Sale to individual,HOO-004,Hoodie #4,5110.0,1,1,16.01.2025,Delivered to buyer,2025-01-14 16:33:00,Яндекс.Маркет (Софьино),Казань,5110.0,,2026-01-05T10:00:00+00:00,demo
ORD-100048,14.01.2025,Sale to individual,HOO-003,Hoodie #3,4420.0,2,0,,Cancelled,2025-01-19 11:20:00,Яндекс.Маркет (Софьино),Санкт-Петербург,,,2026-01-05T10:00:00+00:00,demo
ORD-100048,14.01.2025,Sale to individual,CAP-002,Cap #2,1800.0,1,0,,Cancelled,2025-01-16 11:20:00,Яндекс.Маркет (Софьино),Санкт-Петербург,,,2026-01-05T10:00:00+00:00,demo
ORD-100048,14.01.2025,Sale to individual,T-S-008,T-Shirt #8,2110.0,1,0,,Cancelled,2025-01-17 11:20:00,Яндекс.Маркет (Софьино),Санкт-Петербург,,,2026-01-05T10:00:00+00:00,demo
ORD-100049,14.01.2025,Sale to individual,T-S-002,T-Shirt #2,2190.0,1,1,16.01.2025,Delivered to buyer,2025-01-18 12:00:00,Яндекс.Маркет (Софьино),Москва,2190.0,,2026-01-05T10:00:00+00:00,demo
ORD-100050,14.01.2025,Sale to individual,T-S-012,T-Shirt #12,2660.0,1,1,17.01.2025,Delivered to buyer,2025-01-15 21:00:00,Яндекс.Маркет (Софьино),Москва,2394.0,,2026-01-05T10:00:00+00:00,demo
ORD-100050,14.01.2025,Sale to individual,T-S-010,T-Shirt #10,2800.0,1,1,17.01.2025,Delivered to buyer,2025-01-18 21:00:00,Яндекс.Маркет (Софьино),Москва,2520.0,,2026-01-05T10:00:00+00:00,demo
ORD-100051,15.01.2025,Sale to individual,ACC-005,Accessorie #5,1220.0,2,2,18.01.2025,Delivered to buyer,2025-01-20 10:09:00,Яндекс.Маркет (Софьино),Москва,2074.0,,2026-01-05T10:00:00+00:00,demo
ORD-100052,15.01.2025,Sale to individual,ACC-002,Accessorie #2,1440.0,2,2,19.01.2025,Delivered to buyer,2025-01-20 11:49:00,Яндекс.Маркет (Софьино),Екатеринбург,2736.0,,2026-01-05T10:00:00+00:00,demo
ORD-100052,15.01.2025,Sale to individual,T-S-010,T-Shirt #10,2800.0,1,1,19.01.2025,Delivered to buyer,2025-01-16 11:49:00,Яндекс.Маркет (Софьино),Екатеринбург,2380.0,,2026-01-05T10:00:00+00:00,demo
ORD-100053,15.01.2025,Sale to individual,HOO-007,Hoodie #7,6730.0,1,1,17.01.2025,Return received in warehouse,2025-01-20 11:40:00,Яндекс.Маркет (Софьино),Санкт-Петербург,6730.0,6730.0,2026-01-05T10:00:00+00:00,demo
ORD-100054,15.01.2025,Sale to individual,CAP-001,Cap #1,1630.0,1,1,19.01.2025,Delivered to buyer,2025-01-18 10:00:00,Яндекс.Маркет (Софьино),Москва,1548.5,,2026-01-05T10:00:00+00:00,demo
ORD-100054,15.01.2025,Sale to individual,T-S-012,T-Shirt #12,2660.0,2,2,19.01.2025,Delivered to buyer,2025-01-17 10:00:00,Яндекс.Маркет (Софьино),Москва,5320.0,,2026-01-05T10:00:00+00:00,demo
ORD-100055,15.01.2025,Sale to individual,T-S-005,T-Shirt #5,1950.0,1,1,17.01.2025,Delivered to buyer,2025-01-16 20:50:00,Яндекс.Маркет (Софьино),Санкт-Петербург,1950.0,,2026-01-05T10:00:00+00:00,demo
ORD-100055,15.01.2025,Sale to individual,T-S-008,T-Shirt #8,2110.0,1,1,17.01.2025,Delivered to buyer,2025-01-18 20:50:00,Яндекс.Маркет (Софьино),Санкт-Петербург,2110.0,,2026-01-05T10:00:00+00:00,demo
ORD-100056,15.01.2025,Sale to individual,T-S-006,T-Shirt #6,2570.0,1,1,18.01.2025,Delivered to buyer,2025-01-20 19:52:00,Яндекс.Маркет (Софьино),Новосибирск,2184.5,,2026-01-05T10:00:00+00:00,demo
ORD-100056,15.01.2025,Sale to individual,CAP-001,Cap #1,1630.0,2,2,18.01.2025,Delivered to buyer,2025-01-16 19:52:00,Яндекс.Маркет (Софьино),Новосибирск,2934.0,,2026-01-05T10:00:00+00:00,demo
ORD-100057,15.01.2025,Sale to individual,T-S-010,T-Shirt #10,2800.0,1,1,19.01.2025,Delivered to buyer,2025-01-20 08:56:00,Яндекс.Маркет (Софьино),Екатеринбург,2660.0,,2026-01-05T10:00:00+00:00,demo
ORD-100057,15.01.2025,Sale to individual,T-S-009,T-Shirt #9,2030.0,1,1,19.01.2025,Delivered to buyer,2025-01-19 08:56:00,Яндекс.Маркет (Софьино),Екатеринбург,2030.0,,2026-01-05T10:00:00+00:00,demo
ORD-100057,15.01.2025,Sale to individual,T-S-004,T-Shirt #4,1960.0,2,2,19.01.2025,Delivered to buyer,2025-01-17 08:56:00,Яндекс.Маркет (Софьино),Екатеринбург,3724.0,,2026-01-05T10:00:00+00:00,demo
ORD-100058,16.01.2025,Sale to individual,T-S-012,T-Shirt #12,2660.0,1,1,20.01.2025,Delivered to buyer,2025-01-17 14:40:00,Яндекс.Маркет (Софьино),Новосибирск,2527.0,,2026-01-05T10:00:00+00:00,demo
ORD-100059,16.01.2025,Sale to individual,HOO-007,Hoodie #7,6730.0,1,1,20.01.2025,Delivered to buyer,2025-01-17 13:26:00,Яндекс.Маркет (Софьино),Новосибирск,6057.0,,2026-01-05T10:00:00+00:00,demo
ORD-100060,16.01.2025,Sale to individual,CAP-005,Cap #5,1800.0,2,2,17.01.2025,Delivered to buyer,2025-01-17 12:20:00,Яндекс.Маркет (Софьино),Москва,3240.0,,2026-01-05T10:00:00+00:00,demo
ORD-100060,16.01.2025,Sale to individual,CAP-004,Cap #4,1680.0,1,1,17.01.2025,Delivered to buyer,2025-01-19 12:20:00,Яндекс.Маркет (Софьино),Москва,1428.0,,2026-01-05T10:00:00+00:00,demo
ORD-100061,16.01.2025,Sale to individual,T-S-008,T-Shirt #8,2110.0,1,1,20.01.2025,Delivered to buyer,2025-01-20 20:31:00,Яндекс.Маркет (Софьино),Екатеринбург,2004.5,,2026-01-05T10:00:00+00:00,demo
ORD-100062,16.01.2025,Sale to individual,HOO-006,Hoodie #6,6060.0,1,0,,Cancelled,2025-01-20 15:07:00,Яндекс.Маркет (Софьино),Екатеринбург,,,2026-01-05T10:00:00+00:00,demo
ORD-100062,16.01.2025,Sale to individual,T-S-009,T-Shirt #9,2030.0,1,0,,Cancelled,2025-01-17 15:07:00,Яндекс.Маркет (Софьино),Екатеринбург,,,2026-01-05T10:00:00+00:00,demo
ORD-100062,16.01.2025,Sale to individual,T-S-007,T-Shirt #7,2890.0,2,0,,Cancelled,2025-01-18 15:07:00,Яндекс.Маркет (Софьино),Екатеринбург,,,2026-01-05T10:00:00+00:00,demo
ORD-100063,17.01.2025,Sale to individual,ACC-004,Accessorie #4,1120.0,1,1,21.01.2025,Delivered to buyer,2025-01-19 19:17:00,Яндекс.Маркет (Софьино),Екатеринбург,1008.0,,2026-01-05T10:00:00+00:00,demo
ORD-100063,17.01.2025,Sale to individual,T-S-009,T-Shirt #9,2030.0,1,1,21.01.2025,Delivered to buyer,2025-01-20 19:17:00,Яндекс.Маркет (Софьино),Екатеринбург,2030.0,,2026-01-05T10:00:00+00:00,demo
ORD-100064,18.01.2025,Sale to individual,ACC-003,Accessorie #3,1190.0,1,1,22.01.2025,Return received in warehouse,2025-01-21 20:54:00,Яндекс.Маркет (Софьино),Екатеринбург,1190.0,1190.0,2026-01-05T10:00:00+00:00,demo
ORD-100065,18.01.2025,Sale to individual,T-S-012,T-Shirt #12,2660.0,1,0,,Cancelled,2025-01-23 12:53:00,Яндекс.Маркет (Софьино),Новосибирск,,,2026-01-05T10:00:00+00:00,demo
ORD-100066,18.01.2025,Sale to individual,CAP-005,Cap #5,1800.0,2,2,22.01.2025,Return received in warehouse,2025-01-22 16:24:00,Яндекс.Маркет (Софьино),Санкт-Петербург,3600.0,3600.0,2026-01-05T10:00:00+00:00,demo
ORD-100067,18.01.2025,Sale to individual,ACC-003,Accessorie #3,1190.0,2,2,22.01.2025,Delivered to buyer,2025-01-20 13:47:00,Яндекс.Маркет (Софьино),Санкт-Петербург,2380.0,,2026-01-05T10:00:00+00:00,demo
ORD-100067,18.01.2025,Sale to individual,T-S-010,T-Shirt #10,2800.0,1,1,22.01.2025,Delivered to buyer,2025-01-22 13:47:00,Яндекс.Маркет (Софьино),Санкт-Петербург,2800.0,,2026-01-05T10:00:00+00:00,demo
ORD-100067,18.01.2025,Sale to individual,ACC-004,Accessorie #4,1120.0,1,1,22.01.2025,Delivered to buyer,2025-01-22 13:47:00,Яндекс.Маркет (Софьино),Санкт-Петербург,952.0,,2026-01-05T10:00:00+00:00,demo
ORD-100068,19.01.2025,Sale to individual,T-S-010,T-Shirt #10,2800.0,1,1,23.01.2025,Delivered to buyer,2025-01-24 10:04:00,Яндекс.Маркет (Софьино),Новосибирск,2660.0,,2026-01-05T10:00:00+00:00,demo
ORD-100069,19.01.2025,Sale to individual,T-S-002,T-Shirt #2,2190.0,1,1,23.01.2025,Delivered to buyer,2025-01-23 13:40:00,Яндекс.Маркет (Софьино),Казань,2190.0,,2026-01-05T10:00:00+00:00,demo
ORD-100069,19.01.2025,Sale to individual,T-S-002,T-Shirt #2,2190.0,1,1,23.01.2025,Delivered to buyer,2025-01-23 13:40:00,Яндекс.Маркет (Софьино),Казань,2190.0,,2026-01-05T10:00:00+00:00,demo
